1481406354
task	R	T	Offset	priority	allocation
49	128	500	0.00184	32	2
50	16.3	40	11.4	19	2
51	1.05	20	0	9	0
52	1.26	40	0	10	0
53	26	50	17	23	2
54	226	1000	0	34	1
55	39.1	400	2.16	21	0
56	5.8	40	0	21	2
57	0.511	5	0	6	2
58	6.8	20	5.58	13	1
59	9.88	50	0	24	2
60	1.37	20	0.0583	14	1
61	1.53	10	0	10	2
62	38.9	200	0	28	2
63	185	1000	16.3	27	0
64	169	1000	0	36	2
65	0.035	1	0	0	0
66	0.677	5	0	7	2
67	13.6	400	2.16	17	0
68	0.959	10	0	11	1
69	75.6	400	0	30	2
70	14.5	100	0	26	2
71	8.56	10	6.8	11	2
72	0.775	5	0	8	2
73	199	1000	0	33	1
74	0.138	2	0	3	0
75	0.0726	2	0	3	1
76	0.00184	1	0	0	1
77	3.4	40	0	16	2
78	0.00278	1	0	0	2
79	0.0424	1	0	1	0
80	58	400	14.5	24	1
81	36.9	400	0.138	23	1
82	129	500	0	24	0
83	0.445	5	0	7	0
84	279	500	185	30	1
85	68.6	400	0.25	22	0
86	0.0142	1	0	1	1
87	83.8	500	0	28	1
88	14.9	50	8.79	17	1
89	69.1	400	0	29	2
90	8.27	50	0	22	2
91	0.744	5	0	8	1
92	0.222	4	0	5	2
93	2.81	40	0	16	1
94	83	100	77.2	13	0
95	2.37	100	0	11	0
96	0.183	2	0	3	2
97	131	400	36.9	23	0
98	0.778	5	0	9	1
99	0.148	2	0	4	0
----------------------------------------
1481406550
task	R	T	Offset	priority	allocation
0	4	100	0	25	0
1	0.687	5	0	8	0
2	1.27	10	0	12	0
3	58.6	400	15.3	29	0
4	0.0369	1	0	0	0
5	1.46	10	0	13	0
6	1.57	10	0	15	0
7	17.2	40	9.35	22	1
8	0.000711	1	0	0	1
9	1.5	10	0	14	0
10	3.89	50	0	23	0
11	0.0948	2	0	2	0
12	6.06	10	3.89	12	1
13	6.78	40	1.57	13	2
14	1.59	10	0	16	0
15	1.87	10	0	17	0
16	2.38	10	0.0948	13	1
17	6.06	40	0.104	21	1
18	92.9	400	0	39	1
19	0.136	2	0	4	0
20	5.79	20	1.59	18	1
21	4.73	200	0	26	0
22	49	400	0	37	1
23	2.37	10	0	18	0
24	2.38	10	0	19	0
25	2.4	10	0.00848	20	0
26	0.104	2	0	3	0
27	12.2	200	4.61	27	0
28	99.7	400	5.34	40	1
29	72.7	400	26.3	30	0
30	0.0312	2	0	2	1
31	10.9	50	2.4	24	1
32	26.8	200	0	33	1
33	5.75	50	0	16	2
34	0.0503	2	0	2	2
35	2.65	20	0.0948	9	2
36	66.7	400	0	31	0
37	2.49	10	0	21	0
38	3.5	20	0	10	2
39	35	400	1.87	18	2
40	123	1000	0	33	0
41	6.98	20	2.37	19	1
42	0.767	5	0	9	0
43	120	500	0	41	1
44	4.98	5	4.73	6	1
45	0.178	4	0	5	1
46	5.77	40	0.136	14	2
47	3.52	20	0	11	2
48	0.266	2	0	5	0
49	0.0202	1	0	0	2
50	0.342	5	0	7	1
51	1.08	10	0	11	0
52	100	500	12.8	32	0
53	3.53	20	0	17	1
54	0.115	4	0	4	2
55	18.4	200	0	28	0
56	5.73	20	0	20	1
57	29.6	200	0	34	1
58	8.24	40	0	23	1
59	0.0382	1	0	1	0
60	0.506	10	0	8	2
61	6.39	10	3.89	14	1
62	0.372	5	0	8	1
63	88.5	400	0.266	38	1
64	1.23	10	0	11	1
65	35.5	100	18.4	29	1
66	0.486	4	0	7	0
67	168	1000	0	35	0
68	2.75	10	0	15	1
69	186	1000	0	43	1
70	0.00848	1	0	1	1
71	0.0955	4	0	4	1
72	147	1000	6.98	34	0
73	5.64	40	0	15	2
74	0.122	4	0	5	2
75	3.55	20	0	12	2
76	0.203	4	0	6	2
77	0.181	2	0.122	3	1
78	18.8	100	1.5	30	1
79	16.4	100	0	28	1
80	8.94	50	0.203	25	1
81	13.9	50	1.08	26	1
82	0.815	5	0	10	0
83	3.91	50	0	24	0
84	13.8	50	0	27	1
85	0.389	1	0.342	1	2
86	0.917	10	0	10	1
87	26.3	200	0	32	1
88	2.89	20	0	16	1
89	8.25	10	5.73	22	0
90	0.087	2	0	3	2
91	34.2	400	0	19	2
92	16.7	200	0	17	2
93	0.344	2	0	6	0
94	120	500	0	42	1
95	37.9	200	0	35	1
96	39.3	200	0	36	1
97	0.56	5	0	9	1
98	26.2	100	8.25	31	1
99	0.251	5	0	7	2
----------------------------------------
1481406552
task	R	T	Offset	priority	allocation
0	1.1	10	0	16	0
1	0.0641	2	0	1	0
2	3.99	40	0	27	0
3	0.855	10	0	13	0
4	19.3	100	0	31	0
5	0.325	5	0	10	0
6	0.00239	1	0	0	0
7	0.857	1	0.855	0	1
8	7.81	50	0.855	15	2
9	12.8	100	0.186	17	2
10	98	400	0.872	41	0
11	0.561	5	0	11	0
12	2.48	20	0	21	0
13	25.6	100	0	33	0
14	0.0181	1	0	0	2
15	4.44	40	0.176	10	1
16	193	500	0	44	0
17	57.2	200	33.2	19	2
18	1.15	10	0	17	0
19	0.186	4	0	6	0
20	0.0327	1	0	1	1
21	31	500	0	22	1
22	16	400	0	18	1
23	47.7	400	0	39	0
24	89.2	400	0	40	0
25	0.232	4	0	7	0
26	45.8	200	19.3	20	2
27	52.1	400	25.6	20	1
28	0.415	5	0	9	2
29	0.0363	2	0	2	2
30	0.433	5	0	10	2
31	0.419	10	0.0363	7	1
32	17.5	50	12.8	14	1
33	0.0737	2	0	2	0
34	14.4	100	0	30	0
35	34.3	400	0	38	0
36	33.2	200	0	36	0
37	42.5	50	34.3	15	1
38	2.57	20	0	22	0
39	1.24	10	0	18	0
40	92.8	500	19.3	24	2
41	0.682	5	0	12	0
42	1.32	10	0	19	0
43	61.2	400	33.2	21	1
44	0.144	2	0	3	1
45	0.234	2	0	4	2
46	48.7	1000	0	24	1
47	32.7	200	0	21	2
48	0.11	2	0	3	0
49	166	500	0	43	0
50	2.3	20	0	20	0
51	0.966	10	0	14	0
52	2.92	20	0	23	0
53	0.12	2	0	4	0
54	22.8	50	14.4	16	1
55	0.297	4	0	8	0
56	0.193	2	0	4	1
57	35.9	200	0	22	2
58	18.9	100	0	18	2
59	3.53	20	0	24	0
60	121	1000	0.966	25	1
61	5.33	40	0.966	11	1
62	126	1000	0	26	1
63	4.47	40	0	12	1
64	0.696	20	0	9	1
65	150	400	0	42	0
66	26.2	100	0	34	0
67	3.86	5	3.53	6	1
68	29.7	100	0	35	0
69	238	1000	0	45	0
70	0.474	2	0.232	5	2
71	0.545	10	0	8	1
72	5.43	20	4.47	13	2
73	24.9	100	0	32	0
74	0.176	2	0	5	0
75	0.304	4	0	9	0
76	22.9	400	0	19	1
77	9.48	50	0	29	0
78	0.06	1	0	2	1
79	3.59	20	0	25	0
80	0.208	2	0	5	1
81	0.283	2	0	6	2
82	12.8	200	0.304	17	1
83	0.323	1	0.304	1	2
84	4.8	40	0.304	13	1
85	56.6	400	0	23	2
86	0.758	20	0	11	2
87	2.35	50	0	14	2
88	4.59	40	0	28	0
89	8.8	100	0	16	2
90	0.407	4	0	8	2
91	0.89	20	0	12	2
92	0.0794	2	0	3	2
93	0.35	4	0	7	2
94	1.07	10	0	15	0
95	75.2	500	0	25	2
96	44.8	500	0	23	1
97	127	1000	4.59	26	2
98	3.95	20	0	26	0
99	33.4	200	0	37	0
----------------------------------------
1481406560
task	R	T	Offset	priority	allocation
0	54.3	200	19.8	32	0
1	0.558	5	0	6	2
2	32	100	0	23	2
3	0.271	4	0	5	2
4	145	500	96.4	30	2
5	177	500	103	31	2
6	55.9	500	34.6	17	1
7	109	1000	13.9	41	0
8	13.9	50	0	18	2
9	0.577	10	0	8	2
10	16.9	50	0	19	2
11	0.381	5	0	5	0
12	0.213	5	0	4	1
13	12.4	50	0	17	2
14	0.864	20	0	10	1
15	9.08	100	0.864	24	0
16	0.147	2	0	2	2
17	274	500	200	32	2
18	119	1000	0.864	42	0
19	0.154	4	0	3	0
20	0.667	10	0	9	0
21	0.878	40	0	11	1
22	6.86	50	0	21	0
23	18.4	100	0	21	2
24	19.8	100	0	22	2
25	7.67	50	0	16	2
26	37.4	100	0	26	2
27	34.6	100	0	25	2
28	1.43	10	0	9	2
29	69	500	0.0733	38	0
30	1.13	10	0	10	0
31	55.4	400	0	36	0
32	3.62	40	0	14	2
33	259	1000	81.8	43	0
34	0.216	4	0	4	0
35	0.461	5	0	6	0
36	7.94	100	0	23	0
37	1.73	20	0	12	0
38	0.193	4	0	3	1
39	2.15	20	0	14	0
40	2.6	20	0	12	2
41	0.0943	2	0	2	0
42	71.2	1000	0	39	0
43	0.562	5	0	7	2
44	0.56	5	0	7	0
45	82.3	100	44.4	27	2
46	48.3	400	0	29	2
47	0.0457	1	0	0	0
48	4.54	50	0	20	0
49	0.632	10	0	8	0
50	89.2	1000	0.0291	40	0
51	1.97	20	0	13	0
52	1.21	10	0	11	0
53	33	100	0	24	2
54	2.99	20	0	13	2
55	273	1000	0	44	0
56	2.2	20	0	15	0
57	36.6	200	0	33	0
58	0.721	10	0	8	1
59	8.43	100	0	25	0
60	6.18	40	0	15	2
61	88.3	1000	0	33	2
62	47.4	400	0.0174	28	2
63	49.7	400	0	35	0
64	3.55	40	0	18	0
65	14.6	100	0	26	0
66	6.89	50	0	22	0
67	0.0174	1	0	0	1
68	3.88	5	3.55	5	1
69	33.5	200	0	31	0
70	5.32	10	3.55	11	2
71	3.43	40	0	17	0
72	18.5	200	0	16	1
73	346	1000	0	45	0
74	0.41	5	0	6	1
75	14.3	100	0	15	1
76	348	1000	0	46	0
77	0.0733	2	0	2	1
78	15.4	100	0	27	0
79	4	40	0	19	0
80	0.083	1	0	0	2
81	17.9	50	0	20	2
82	5.7	100	0	13	1
83	29.5	1000	0	18	1
84	13.7	100	0	14	1
85	23.2	200	0	29	0
86	0.0487	1	0	1	0
87	23.5	200	0	30	0
88	2.8	20	0	16	0
89	0.804	2	0.632	3	2
90	57.2	400	0	37	0
91	17.9	100	0	28	0
92	0.137	2	0	1	2
93	0.0291	1	0	1	1
94	6	10	4.54	10	2
95	0.634	5	0	7	1
96	0.792	10	0	9	1
97	1.08	50	0	12	1
98	77.4	200	33	34	0
99	0.238	4	0	4	2
----------------------------------------
1481406562
task	R	T	Offset	priority	allocation
0	0.0262	2	0	2	2
1	3.75	50	0	29	2
2	22.6	200	0	35	2
3	0.674	5	0	11	2
4	0.825	5	0	13	2
5	345	500	248	45	2
6	0.856	5	0	14	2
7	1.67	10	0	21	2
8	3.59	40	0.404	28	2
9	38.4	40	35.4	27	2
10	56.7	1000	2.15	18	1
11	1.91	10	0	22	2
12	27.5	200	0	37	2
13	32.9	200	0.0113	39	2
14	32.8	200	0.856	38	2
15	0.464	10	0.149	7	0
16	0.792	5	0	12	2
17	8.49	100	1.61	31	2
18	0.867	1	0.856	0	0
19	0.0325	1	0	0	1
20	0.00241	1	0	0	2
21	0.498	4	0	9	1
22	1.95	20	0	11	0
23	2.6	20	0	25	2
24	117	500	0	46	2
25	4.75	50	0.792	13	1
26	38.2	500	0.417	22	0
27	0.0404	1	0	1	0
28	0.546	4	0	9	2
29	0.17	5	0	5	0
30	0.151	2	0	6	1
31	96	500	0	44	2
32	0.162	2	0	3	2
33	0.19	2	0	4	2
34	0.211	2	0	5	2
35	23.9	200	0.0325	36	2
36	0.0496	1	0	1	1
37	39.9	200	0	40	2
38	6.87	50	0	30	2
39	108	1000	0	24	0
40	5.33	100	0	20	0
41	2.15	20	0	12	0
42	279	1000	32.8	26	0
43	50.5	500	1.91	23	0
44	0.0668	2	0	3	0
45	351	1000	1.91	27	0
46	26.9	500	0	16	1
47	0.349	2	0	7	1
48	3.37	20	0	13	0
49	1.93	10	0	23	2
50	0.27	2	0	6	2
51	2.63	20	0	26	2
52	4.9	40	0	18	0
53	9.74	500	0	14	1
54	2.84	40	0	12	1
55	68.8	400	0	42	2
56	1.23	10	0	8	0
57	5.78	40	0.467	19	0
58	8.06	100	0.498	32	2
59	3.15	5	2.15	15	2
60	0.134	2	0	4	1
61	0.149	2	0	5	1
62	0.478	4	0	8	1
63	57.1	200	0	41	2
64	94.7	400	0	43	2
65	1.04	5	0	16	2
66	0.517	20	0	10	1
67	33.3	500	0	17	1
68	4.54	20	0.134	14	0
69	95.5	1000	4.41	19	1
70	1.97	10	0	24	2
71	17	100	0	33	2
72	221	1000	4.75	25	0
73	1.45	10	0	9	0
74	1.06	5	0	17	2
75	4.51	20	0	15	0
76	160	1000	0	47	2
77	0.359	2	0	7	2
78	12.9	500	0	15	1
79	1.61	10	0	10	0
80	0.0499	1	0	2	1
81	92.7	1000	0	20	1
82	0.782	4	0.149	10	2
83	4.77	20	0.149	16	0
84	1.11	5	0	18	2
85	177	1000	2.84	48	2
86	1.87	40	0	11	1
87	9.99	10	9.74	6	0
88	0.0999	2	0	4	0
89	355	1000	0.359	28	0
90	22	100	4.63	34	2
91	1.55	10	0	20	2
92	0.417	4	0	8	2
93	4.64	20	0	17	0
94	189	1000	0	49	2
95	0.0156	1	0	1	2
96	0.0517	1	0	2	0
97	14.4	400	0	21	0
98	1.43	5	0	19	2
99	0.487	1	0.417	3	1
----------------------------------------
1481406564
task	R	T	Offset	priority	allocation
0	6.34	100	0.972	13	2
1	250	500	119	23	2
2	0.0688	2	0	4	1
3	1.21	10	0	16	0
4	149	500	0	42	0
5	0.173	4	0	9	1
6	7.12	10	5.54	17	0
7	6.84	100	0.173	14	2
8	0.72	5	0	13	0
9	2.22	20	0	20	0
10	0.904	40	0	18	1
11	1	2	0.904	3	2
12	0.0666	2	0	3	0
13	37.2	200	0	33	0
14	0.136	2	0	5	1
15	0.205	4	0	10	1
16	188	1000	1.21	25	2
17	91.6	400	2.32	39	0
18	0.305	4	0	7	0
19	0.014	1	0	0	0
20	142	500	0	24	2
21	0.378	4	0	7	2
22	28.3	200	1.48	32	0
23	2.41	20	0	21	0
24	39.6	40	37.4	19	1
25	15.9	500	0	26	1
26	0.0196	1	0	0	1
27	0.255	2	0	5	2
28	0.172	4	0	8	1
29	59.2	200	0	35	0
30	3.73	40	0.0666	20	1
31	48.2	200	0.205	34	0
32	5.77	40	0.143	21	1
33	0.143	2	0	4	0
34	5.97	40	0	22	1
35	0.321	5	0	12	1
36	0.0599	1	0	1	1
37	0.00566	1	0	0	2
38	71.6	400	0	38	0
39	0.622	5	0	12	0
40	0.379	4	0	8	2
41	0.23	4	0	11	1
42	108	200	39.6	36	0
43	0.972	10	0	15	0
44	169	1000	13.5	44	0
45	5.55	40	0	26	0
46	1.31	4	0.904	9	0
47	1.73	5	1.21	14	1
48	0.153	2	0	5	0
49	0.461	4	0	10	0
50	1.47	2	1.31	6	1
51	0.0457	1	0	1	0
52	8.73	100	0	25	1
53	1.66	20	0.91	16	1
54	0.277	4	0	6	2
55	0.0626	1	0	2	1
56	3.3	20	0	22	0
57	16.8	100	3.3	15	2
58	7.51	100	0.0952	29	0
59	0.999	1	0.904	1	2
60	19.8	20	15.9	23	0
61	0.754	20	0	17	1
62	0.195	2	0	6	0
63	2.25	40	0.622	11	2
64	26.3	200	0	17	2
65	3.91	20	0	24	0
66	258	1000	169	28	1
67	16.9	100	0	16	2
68	44.6	400	0	20	2
69	4.86	20	0.172	25	0
70	65.9	500	0	22	2
71	0.119	2	0	4	2
72	34.4	200	0	18	2
73	0.0475	1	0	2	0
74	74.5	1000	0.471	27	1
75	16.3	100	8.73	30	0
76	7.19	100	0	28	0
77	13.4	200	0	31	0
78	0.167	2	0	7	1
79	7.79	50	0	23	1
80	0.0674	1	0	3	1
81	43.5	200	5.55	19	2
82	0.471	5	0	9	2
83	2.55	50	0	12	2
84	1.6	10	0	18	0
85	3.85	10	2.25	19	0
86	2.8	4	2.25	11	0
87	0.0955	1	0	2	2
88	8.11	100	0.305	24	1
89	0.521	5	0	13	1
90	5.56	40	0	27	0
91	59.9	400	0	21	2
92	0.885	5	0	14	0
93	0.78	20	0	10	2
94	0.567	5	0	15	1
95	99.8	400	0.521	40	0
96	119	400	0.521	41	0
97	0.306	4	0	8	0
98	78.1	200	8.73	37	0
99	150	500	0	43	0
----------------------------------------
1481406565
task	R	T	Offset	priority	allocation
0	7.9	50	0	16	0
1	8.83	10	7.9	11	2
2	7.84	50	0	23	2
3	0.0273	1	0	0	0
4	47.3	500	7.84	22	0
5	0.104	2	0	4	0
6	10.8	100	0	19	0
7	0.108	2	0	5	0
8	12.5	20	10.8	14	2
9	13.4	20	10.8	17	1
10	0.0321	2	0	3	1
11	7.18	40	0	21	1
12	0.361	4	0	8	0
13	61.5	100	47.3	26	1
14	4.82	50	0	15	0
15	14.5	100	3.18	25	2
16	1.78	40	0	11	0
17	2.59	40	0.0079	12	0
18	3.22	10	1.78	13	1
19	1.43	40	0	10	0
20	168	1000	0.104	34	2
21	32	200	0.104	29	1
22	1.97	2	1.78	4	2
23	0.0603	2	0	4	1
24	2.62	40	0	13	0
25	4.57	20	1.43	15	2
26	1.66	4	1.43	7	1
27	38.6	400	0	32	1
28	54.3	500	0.0211	36	1
29	38.7	400	0	33	1
30	87.3	400	0	30	2
31	39.5	400	0	35	1
32	0.091	1	0.0603	1	0
33	18.4	100	0	28	1
34	6.37	10	4.57	14	1
35	3.99	40	0	19	2
36	202	1000	32	36	2
37	0.00334	1	0	0	1
38	1.35	20	0	13	2
39	2.99	4	2.62	7	2
40	17.1	400	0	28	2
41	3.87	40	0	17	2
42	1.75	4	1.35	9	0
43	11.8	100	0	26	2
44	5.77	40	0	20	2
45	100	1000	0.091	38	1
46	0.904	10	0	10	2
47	12.2	400	0.226	20	0
48	11.8	40	3.87	22	1
49	16.9	40	3.87	23	1
50	145	500	0	32	2
51	0.0211	1	0	0	2
52	1.3	10	0	12	2
53	0.484	5	0	8	2
54	13.6	50	0	25	1
55	0.0663	1	0	2	0
56	3.54	40	0	14	0
57	3.51	20	0.904	18	1
58	33.2	200	0	30	1
59	0.169	2	0	6	0
60	11.9	200	0	27	2
61	112	1000	0	39	1
62	98.6	500	0	37	1
63	0.0079	1	0	1	1
64	0.0575	1	0	1	2
65	0.0915	1	0	3	0
66	0.0708	2	0	5	1
67	0.433	4	0	8	1
68	47.8	400	0.169	29	2
69	8.6	50	0	24	2
70	112	500	0	31	2
71	13.3	50	0	24	1
72	1.4	10	0	12	1
73	14.5	100	0	27	1
74	0.216	2	0	5	2
75	166	500	0	33	2
76	35.4	400	0	31	1
77	0.0139	1	0	2	1
78	2.51	20	0	16	1
79	0.235	2	0	7	0
80	1.85	10	0	15	1
81	0.875	5	0	10	1
82	97.2	100	87.3	18	0
83	168	1000	0	35	2
84	3.32	20	0	16	2
85	0.619	5	0	9	2
86	3.45	20	0	19	1
87	38.9	400	0	34	1
88	1.03	5	0	11	1
89	0.784	4	0	9	1
90	0.113	2	0	3	2
91	0.108	2	0	6	1
92	5.8	40	0	21	2
93	0.247	2	0	6	2
94	6.38	40	0	20	1
95	0.0689	1	0	2	2
96	6.56	40	2.59	18	2
97	8.45	100	0	17	0
98	17.6	500	0	21	0
99	5.88	50	0	22	2
----------------------------------------
1481406566
task	R	T	Offset	priority	allocation
0	0.196	4	0	5	2
1	0.0465	2	0	1	2
2	5.88	100	0	17	2
3	2.11	20	0	14	2
4	12.1	50	5.88	19	0
5	0.0674	2	0	2	0
6	36.9	200	3.74	25	0
7	0.147	4	0	5	0
8	3.88	40	0.0465	16	1
9	2.32	40	0	15	2
10	132	1000	47.7	33	1
11	0.633	10	0	10	1
12	21.8	200	0	24	1
13	79.8	500	12.1	32	1
14	0.26	5	0	7	0
15	143	400	33.4	24	2
16	22.3	100	0	23	0
17	0.382	4	0	7	1
18	147	400	33.6	25	2
19	33.5	200	0	27	0
20	1.71	10	0	11	2
21	33.4	200	0	26	0
22	59.1	1000	0.235	33	0
23	6.2	50	0	18	0
24	72.6	1000	0.0948	34	0
25	0.092	2	0	2	1
26	13.1	200	0	23	1
27	0.449	4	0	8	1
28	27.4	200	1.72	25	1
29	3.06	10	2.11	11	1
30	2.43	40	0	14	1
31	11.1	50	5.88	17	1
32	46.5	400	0	29	1
33	28.7	200	0	26	1
34	0.0948	2	0	2	2
35	5.97	50	0	19	1
36	33.7	50	27.4	20	0
37	2.15	20	0	13	0
38	0.488	5	0	9	1
39	29.6	200	0	27	1
40	1.32	10	0	12	1
41	136	500	0.0674	28	2
42	74	400	0.326	23	2
43	1.88	10	0	12	2
44	3.78	10	2.32	11	0
45	0.235	4	0	6	2
46	36.9	200	0.092	28	0
47	0.0303	1	0	0	0
48	43.9	200	0	28	1
49	0.112	2	0	3	0
50	0.157	2	0	3	1
51	82.5	100	74	21	1
52	1.72	10	0	12	0
53	18.8	200	0	20	2
54	3.67	40	0	14	0
55	0.0976	2	0	3	2
56	1.38	20	0	13	1
57	0.0625	1	0	0	1
58	59.5	400	0	30	1
59	0.39	5	0	8	2
60	0.0271	1	0	0	2
61	2.66	50	0	16	2
62	22.8	400	0	21	2
63	57.7	400	0	22	2
64	0.195	4	0	4	2
65	166	1000	0	35	0
66	0.0344	1	0	1	0
67	12.6	100	0	22	1
68	65.3	400	0	31	1
69	0.326	5	0	8	0
70	8.69	50	0	21	0
71	8.4	100	0	19	2
72	116	400	0	26	2
73	7.86	100	0	18	2
74	24.6	100	0	24	0
75	0.155	4	0	6	0
76	1.49	10	0	10	2
77	117	400	0	27	2
78	0.553	5	0	9	2
79	3.7	40	0	15	1
80	4.84	40	0	15	0
81	187	1000	0	36	0
82	1.95	10	0	13	2
83	5.57	40	0	16	0
84	39.4	200	0.157	29	0
85	46.6	400	0	30	0
86	0.142	2	0	4	0
87	0.079	1	0	1	1
88	0.163	2	0	4	1
89	57.7	1000	0	32	0
90	40	50	33.5	20	1
91	16.2	100	0	22	0
92	0.391	5	0	9	0
93	0.285	4	0	7	2
94	0.316	4	0	5	1
95	0.334	4	0	6	1
96	5.68	50	0	18	1
97	47.7	500	0	31	0
98	0.95	10	0	10	0
99	5.68	50	0	17	0
----------------------------------------
1481406567
task	R	T	Offset	priority	allocation
0	4.59	40	0	24	0
1	99.2	400	0	34	0
2	154	400	7.87	35	0
3	0.0383	1	0	0	0
4	13.2	100	1.25	20	1
5	0.0766	2	0	4	2
6	150	500	0.253	36	0
7	58.7	400	0	33	0
8	1.15	10	0	13	0
9	0.451	4	0	8	2
10	0.22	4	0	6	0
11	0.0106	1	0	0	1
12	1.51	10	0	15	0
13	0.151	2	0	5	2
14	0.227	1	0.22	0	2
15	158	500	0	37	0
16	9.87	100	0	29	0
17	6.2	40	0	25	0
18	10.8	100	0	19	2
19	121	1000	6.2	28	2
20	92.9	500	2.15	26	2
21	1.24	20	0	11	2
22	0.0343	4	0	4	1
23	7.97	40	0	26	0
24	0.289	4	0	7	0
25	0.136	2	0	3	0
26	67.4	500	0	25	2
27	0.253	4	0	7	2
28	6.39	40	0	15	2
29	36.7	200	0.886	32	0
30	0.491	5	0	9	0
31	8.35	10	7.97	9	1
32	0.666	5	0	10	0
33	9.82	50	0	28	0
34	0.0171	1	0	1	2
35	19	200	0.253	23	1
36	0.0256	1	0	2	2
37	0.17	5	0	6	1
38	0.0222	1	0	1	1
39	57.2	1000	0	25	1
40	1.5	40	0	11	1
41	2.88	50	1.15	14	1
42	1.66	40	0	12	1
43	1.82	4	1.5	8	0
44	0.247	2	0	6	2
45	1.5	20	0	12	2
46	8.6	40	0.666	17	2
47	0.109	1	0	1	0
48	8.47	50	0	27	0
49	0.023	1	0	2	1
50	2.29	50	0.136	15	1
51	26.7	200	0.0256	24	1
52	3.57	50	0	16	1
53	95.4	500	0	27	2
54	13.8	100	0	20	2
55	0.155	2	0	4	0
56	2.71	20	0	13	2
57	0.043	1	0	3	2
58	292	1000	12.7	41	0
59	0.863	5	0	11	0
60	146	1000	0.863	29	2
61	29.1	400	0	24	2
62	2.93	5	2.71	7	1
63	0.845	40	0	10	1
64	0.239	5	0	8	1
65	0.954	1	0.845	2	0
66	13.2	100	0	30	0
67	0.625	10	0	10	2
68	7.12	40	0	16	2
69	1.67	40	0	13	1
70	1.73	10	0	17	0
71	25.9	100	13.2	21	1
72	159	500	0	38	0
73	258	1000	0	40	0
74	188	1000	0	30	2
75	6.62	100	0	19	1
76	13.8	100	0	31	0
77	1.64	10	0	16	0
78	13.9	100	0	21	2
79	3.51	10	1.66	18	0
80	17.7	200	0	22	2
81	184	1000	0	39	0
82	25.2	400	0	23	2
83	1.58	4	1.5	5	1
84	9.79	40	0	18	2
85	2.56	20	0	21	0
86	2.72	20	0	14	2
87	2.33	10	0	19	0
88	12.8	100	0	22	1
89	4.44	50	0	17	1
90	3.21	20	0	22	0
91	0.975	5	0	12	0
92	0.459	4	0	9	2
93	0.17	2	0	5	0
94	3.58	40	0	23	0
95	1.25	10	0	14	0
96	2.45	10	0	20	0
97	16.4	50	9.82	18	1
98	69.6	1000	9.82	26	1
99	0.897	1	0.863	3	1
----------------------------------------
1481406570
task	R	T	Offset	priority	allocation
0	13.7	100	0	30	1
1	102	1000	2.95	40	1
2	140	1000	3.62	41	1
3	3.08	20	0	19	0
4	1.09	5	0	12	0
5	0.587	5	0	14	1
6	3.3	4	3.08	5	2
7	0.127	2	0	3	0
8	0.504	4	0	7	0
9	87	400	0	36	1
10	0.589	5	0	15	1
11	10.8	100	0.0207	29	1
12	172	1000	6.08	33	0
13	0.0207	1	0	0	0
14	6.75	100	0	24	0
15	2.95	20	0	18	0
16	1.15	10	0	14	0
17	0.945	40	0	8	2
18	1.74	40	0	9	2
19	3.81	400	0	13	2
20	33.1	200	0.509	33	1
21	6.27	40	1.45	25	1
22	260	1000	0.945	34	0
23	0.0556	1	0	1	0
24	3.27	20	0	20	0
25	87.1	400	0	37	1
26	0.0907	2	0	5	1
27	1.46	10	0	16	0
28	34.9	200	0	26	0
29	49.5	200	0	29	0
30	0.0178	1	0	0	1
31	3.62	20	0	21	0
32	4.98	40	0	22	0
33	268	1000	1.74	43	1
34	0.608	4	0	8	0
35	0.74	4	0	9	0
36	2.35	40	0	10	2
37	0.735	10	0	17	1
38	9.99	100	0	28	1
39	1.42	4	0.945	12	1
40	0.216	4	0	9	1
41	0.0362	1	0	1	1
42	5.77	50	0	23	0
43	0.919	4	0	10	0
44	275	1000	0.0556	44	1
45	1.08	20	0.276	7	2
46	0.104	2	0	3	2
47	8	20	6.75	20	1
48	24.8	100	0	31	1
49	4.58	20	0	23	1
50	286	500	275	15	2
51	91.4	400	0.00847	38	1
52	327	1000	0	45	1
53	35.7	200	0	27	0
54	99.4	500	5.77	39	1
55	0.276	2	0	4	0
56	11.1	400	5.77	14	2
57	0.00847	1	0	0	2
58	3.17	4	2.95	10	1
59	0.277	2	0	5	0
60	36.8	200	0	34	1
61	0.0571	1	0	2	1
62	0.0779	1	0	3	1
63	0.441	4	0	11	1
64	7.7	100	0	27	1
65	0.824	10	0	18	1
66	336	1000	0.0362	35	0
67	0.0954	2	0	6	1
68	0.0459	1	0	1	2
69	4.94	5	3.81	13	0
70	0.532	4	0	13	1
71	5.34	50	0	26	1
72	266	1000	0	42	1
73	17.3	100	0	25	0
74	0.112	2	0	4	2
75	0.233	4	0	6	2
76	47.8	200	0.216	28	0
77	1.95	10	0	17	0
78	0.982	10	0	19	1
79	0.0748	1	0	2	0
80	275	500	260	16	2
81	3.33	20	0	21	1
82	138	400	0	31	0
83	0.335	2	0	6	0
84	139	400	0	32	0
85	4.63	40	0	24	1
86	0.151	2	0	7	1
87	0.0826	1	0	4	1
88	38.8	200	0	35	1
89	1.45	10	0	15	0
90	0.328	1	0.277	2	2
91	89.2	400	0	30	0
92	0.167	2	0	8	1
93	3.87	20	0	22	1
94	30.5	200	0.919	32	1
95	3.29	200	0	12	2
96	0.605	5	0	16	1
97	0.965	4	0	11	0
